TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore
org.ta4j.core.indicators.CachedIndicatorTest.getValueWithNullBarSeries[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,27,9,4,1,0.11,27,195,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.candles.BullishHaramiIndicatorTest.getValue[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,23,8,4,1,0.28,26,174,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfConsecutiveWinningPositionsCriterionTest.calculateWithTwoShortPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,46,10,4,1,0.02,26,259,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.DoubleEMAIndicatorTest.doubleEMAUsingBarCount5UsingClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,26,10,4,1,0.29,31,193,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.subSeriesCreationWithNegativeIndexTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,23,5,2,1,0.20,24,154,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.WMAIndicatorTest.wmaUsingBarCount9UsingClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,25,8,4,1,0.30,33,179,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowWithSellAndBuyTrades[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,52,11,4,1,0.02,32,287,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.AverageReturnPerBarCriterionTest.calculateWithLosingAShortPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,49,12,5,1,0.02,27,234,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.StochasticRSIIndicatorTest.xlsTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,51,18,4,1,0.05,143,356,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.AverageProfitCriterionTest.calculateOnlyWithLossPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,44,11,5,1,0.03,27,227,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ZLEMAIndicatorTest.valuesLessThanBarCountMustBeEqualsToSMAValues[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,27,10,4,1,0.23,22,223,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.StandardErrorIndicatorTest.shouldBeZeroWhenBarCountIs1[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,30,11,5,1,0.26,23,207,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.MedianPriceIndicatorTest.indicatorShouldRetrieveBarClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,24,7,4,1,0.31,30,164,1,0,0,0,0,0.00,0.00
org.ta4j.core.SeriesBuilderTest.testBuilder[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,28,7,2,1,0.23,26,171,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.GrossReturnCriterionTest.calculateWithNoPositionsShouldReturn1[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,13,6,3,1,0.04,25,117,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.AverageLossCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,27,9,5,1,0.14,29,164,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.volume.PVIIndicatorTest.getValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,33,8,4,1,0.08,39,221,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AccelerationDecelerationIndicatorTest.calculateWithSma2AndSma3[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,33,10,4,1,0.26,30,214,1,0,0,0,0,0.00,0.00
ta4jexamples.strategies.CCICorrectionStrategyTest.test,0,4,2,2,2,0.12,3,68,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.addNullBarShouldThrowExceptionTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,23,5,2,1,0.20,24,154,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AccelerationDecelerationIndicatorTest.withSmaDefault[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,31,10,4,1,0.25,28,214,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.VersusBuyAndHoldCriterionTest.calculateWithNumberOfBars[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,51,13,4,1,0.02,27,261,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.CrossedDownIndicatorRuleTest.isSatisfied,3,22,11,5,1,0.01,14,152,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfBarsCriterionTest.calculateWithNoPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,11,6,3,1,0.04,25,110,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ZLEMAIndicatorTest.smallBarCount[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,25,9,4,1,0.10,22,201,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.DPOIndicatorTest.dpo[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,30,11,4,1,0.28,30,203,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.DecimalNumTest.testPowOverflowExponent,0,2,1,1,1,0.25,10,17,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AroonDownIndicatorTest.upDownAndHigh[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,40,11,4,1,0.26,47,267,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RSIIndicatorTest.firstValueShouldBeZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,23,10,4,1,0.00,31,203,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicatorTest.notComputedLinearRegression[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,18,7,4,1,0.36,27,168,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.WilliamsRIndicatorTest.valueLessThenBarCount[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],6,32,10,4,1,0.25,33,215,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AroonDownIndicatorTest.naNValuesInIntervall[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,45,12,4,1,0.24,43,277,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ChopIndicatorTest.testTradeableTrend[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,48,16,4,1,0.21,17,325,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfBreakEvenPositionsCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,12,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,53,10,4,1,0.03,53,288,1,0,0,0,0,0.00,0.00
org.ta4j.core.BaseBarBuilderTest.testBuildBar[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,23,3,2,1,0.74,24,62,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfConsecutiveWinningPositionsCriterionTest.betterThan[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,13,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.StochasticRSIIndicatorTest.stochasticRSI[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,38,15,4,1,0.20,41,266,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfWinningPositionsCriterionTest.betterThan[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,13,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CachedIndicatorTest.getValueOnResultsCalculatedFromRemovedBarsShouldReturnFirstRemainingResult[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,26,8,4,1,0.27,26,191,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicatorTest.calculateLinearRegressionOn4Observations[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,29,8,5,1,0.25,37,206,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.TypicalPriceIndicatorTest.indicatorShouldRetrieveBarHighPrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,24,7,4,1,0.30,25,167,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RSIIndicatorTest.hundredIfNoLoss[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,31,12,4,1,0.00,32,224,1,0,0,0,0,0.00,0.00
org.ta4j.core.utils.BarSeriesUtilsTest.sortBars[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,5,3,3,1,0.27,52,36,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.DPOIndicatorTest.dpoIOOBE[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,17,5,3,1,0.37,20,182,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossCriterionTest.calculateShortOnlyWithProfitPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,44,10,4,1,0.03,28,215,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.WMAIndicatorTest.calculate[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,29,8,4,1,0.02,29,209,1,0,0,0,0,0.00,0.00
org.ta4j.core.ConvertibleBaseBarBuilderTest.testBuildBigDecimal[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,32,4,2,1,0.52,28,84,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AccelerationDecelerationIndicatorTest.withSma1AndSma2[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,29,10,4,1,0.29,28,187,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.GrossReturnCriterionTest.calculateWithWinningLongPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,43,10,4,1,0.02,27,242,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.candles.DojiIndicatorTest.getValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,33,10,5,1,0.23,28,222,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.AverageLossCriterionTest.calculateOnlyWithLossPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,49,12,5,1,0.02,27,235,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.maximumBarCountOnConstrainedSeriesShouldNotThrowExceptionTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,21,5,2,1,0.21,29,144,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.LinearTransactionCostCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,22,20,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.VarianceIndicatorTest.varianceUsingBarCount2UsingClosePrice[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,31,9,5,1,0.24,29,222,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossPercentageCriterionTest.calculateWithOneWinningAndOneLosingLongPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,43,10,4,1,0.03,27,220,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.VersusBuyAndHoldCriterionTest.calculateOnlyWithLossPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,57,13,5,1,0.02,27,277,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.StandardDeviationIndicatorTest.standardDeviationUsingBarCount4UsingClosePrice[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,36,10,5,1,0.18,34,278,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.PreviousValueIndicatorTest.shouldBePreviousValueFromIndicator,8,27,8,4,1,0.25,30,228,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.cashFlowValueWithTwoPositionsAndLongTimeWithoutTrades[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,51,10,4,1,0.02,28,286,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.StochasticOscillatorDIndicatorTest.stochasticOscilatorDParam14UsingSMA3[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],5,36,12,4,1,0.20,34,261,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.MassIndexIndicatorTest.massIndexUsing3And8BarCounts[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,35,11,4,1,0.22,45,248,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarTest.addTrades[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,23,4,2,1,0.06,23,79,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.DistanceFromMAIndicatorTest.DistanceFromIllegalMovingAverage[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,9,4,3,1,0.00,20,95,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.candles.DojiIndicatorTest.getValue[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,31,10,5,1,0.27,28,194,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AwesomeOscillatorIndicatorTest.withSmaDefault[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,30,9,4,1,0.26,28,209,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.ClosePriceIndicatorTest.indicatorShouldRetrieveBarClosePrice[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,19,6,4,1,0.33,22,166,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.NetLossCriterionTest.betterThan[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,13,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.testDecimalNumOffset[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],0,13,3,1,1,0.35,24,37,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossPercentageCriterionTest.calculateWithWinningShortPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,44,10,4,1,0.03,27,221,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ChandelierExitShortIndicatorTest.massIndexUsing3And8BarCounts[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,35,13,4,1,0.24,41,226,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.StandardDeviationIndicatorTest.standardDeviationShouldBeZeroWhenBarCountIs1[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,33,10,5,1,0.17,23,275,1,0,0,0,0,0.00,0.00
org.ta4j.core.TradeTest.initializeWithCostsTest,2,26,6,3,1,0.19,20,58,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossPercentageCriterionTest.calculateWithWinningLongPositions[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,45,10,4,1,0.02,27,250,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.candles.DojiIndicatorTest.getValueAtIndex0[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,23,9,5,1,0.38,34,160,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.JustOnceRuleTest.isSatisfiedWithInnerSatisfiedRule,3,4,4,2,1,0.08,9,27,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ExpectancyCriterionTest.calculateOnlyWithLossPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,49,15,5,1,0.02,27,258,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.AroonDownIndicatorTest.upDownAndHigh[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],2,38,11,4,1,0.27,47,250,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CoppockCurveIndicatorTest.coppockCurveWithRoc14Roc11Wma10[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,29,11,4,1,0.27,29,200,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.DifferencePercentageIndicatorTest.getValueWithNumberThreshold[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,29,8,4,1,0.27,29,199,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.volume.MVWAPIndicatorTest.mvwap[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,33,11,5,1,0.22,50,234,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.TrailingStopLossRuleTest.isSatisfiedForSell[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],5,54,16,6,1,0.09,37,314,1,0,0,0,0,0.00,0.00
org.ta4j.core.TradingRecordTest.getLastTrade,2,23,7,3,1,0.03,17,109,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.ReturnsTest.returnSize[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,13,5,3,1,0.03,20,120,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.PriceVariationIndicatorTest.indicatorShouldRetrieveBarVariation[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,23,7,4,1,0.31,27,177,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfConsecutiveWinningPositionsCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,20,8,4,1,0.20,29,129,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.KSTIndicatorTest.KSTIndicator[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,30,10,4,1,0.23,28,229,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.TripleEMAIndicatorTest.tripleEMAUsingBarCount5UsingClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,26,10,4,1,0.29,31,194,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfWinningPositionsCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,12,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.DecimalNumTest.decimalNumTest,4,62,14,4,1,0.11,159,329,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.adx.ADXIndicatorTest.externalData[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],2,51,18,5,1,0.06,135,310,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ExpectancyCriterionTest.betterThan[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],1,5,3,2,2,0.00,15,29,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.ExpectancyCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,31,12,5,1,0.12,29,194,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.DoubleNumTest.testZeroEquals,0,3,2,1,1,0.33,5,6,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossPercentageCriterionTest.calculateWithLosingShortPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,44,10,4,1,0.03,27,221,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CachedIndicatorTest.leaveBarsBeforeLastBarCached[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,25,7,4,1,0.29,36,174,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CCIIndicatorTest.getValueWhenBarCountIs20[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],3,35,10,5,1,0.22,31,239,1,0,0,0,0,0.00,0.00
org.ta4j.core.PositionTest.overrideToString,4,31,9,3,1,0.12,25,80,1,0,0,0,0,0.00,0.00
org.ta4j.core.BarSeriesTest.getBarWithNegativeIndexShouldThrowExceptionTest[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,25,5,2,1,0.17,24,168,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.UnstableIndicatorTest.indicatorReturnsNanBeforeUnstablePeriod[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,17,6,3,1,0.39,22,158,1,0,0,0,0,0.00,0.00
org.ta4j.core.aggregator.DurationBarAggregatorTest.upscaledTo5DayBars[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,21,4,3,1,0.57,57,114,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.DifferencePercentageIndicatorTest.getValueWithNumberThreshold[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,27,8,4,1,0.30,29,177,0,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ParabolicSarIndicatorTest.startUpAndDownTrendTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,35,12,4,1,0.06,61,282,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.DifferenceIndicatorTest.getValue,4,18,8,4,1,0.43,19,139,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.GrossReturnCriterionTest.calculateWithWinningLongPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,41,10,4,1,0.03,27,211,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.MassIndexIndicatorTest.massIndexUsing3And8BarCounts[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,33,11,4,1,0.26,45,218,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.ProfitLossCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,22,8,4,1,0.19,29,131,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.StandardDeviationIndicatorTest.standardDeviationShouldBeZeroWhenBarCountIs1[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,29,10,5,1,0.26,23,200,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.CachedIndicatorTest.getValueWithCacheLengthIncrease[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,26,8,4,1,0.28,24,197,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.HighPriceIndicatorTest.indicatorShouldRetrieveBarHighPrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,18,6,4,1,0.34,22,158,0,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.NetProfitCriterionTest.calculateOnlyWithProfitPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,44,10,4,1,0.03,27,220,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.VarianceIndicatorTest.varianceUsingBarCount2UsingClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,29,9,5,1,0.28,29,195,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.ATRIndicatorTest.testXls[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],2,41,12,4,1,0.06,135,268,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.MinusDMIndicatorTest.positiveDirectionalMovement[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,23,7,4,1,0.35,22,154,1,0,0,0,0,0.00,0.00
org.ta4j.core.TradingRecordTest.getPositionCount,2,22,8,3,1,0.06,11,96,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.CashFlowTest.reallyLongCashFlow[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,49,10,4,1,0.03,22,259,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.pnl.AverageProfitCriterionTest.testCalculateOneOpenPositionShouldReturnZero[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,25,9,5,1,0.17,29,144,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.HighestValueIndicatorTest.highestValueIndicatorWhenBarCountIsGreaterThanIndex[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,23,8,4,1,0.32,22,178,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RSIIndicatorTest.onlineExampleTest[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],7,34,13,4,1,0.01,52,235,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.statistics.StandardErrorIndicatorTest.shouldBeZeroWhenBarCountIs1[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,35,11,5,1,0.17,23,283,1,0,0,0,0,0.00,0.00
org.ta4j.core.analysis.criteria.NumberOfBreakEvenPositionsCriterionTest.calculateWithTwoLongPositions[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],4,42,10,4,1,0.03,26,218,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.XorRuleTest.isSatisfied,1,5,4,2,1,0.22,13,19,1,0,0,0,0,0.00,0.00
org.ta4j.core.PositionTest.getProfitShortNoFinalBarTest,6,51,10,3,1,0.19,35,146,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.WilliamsRIndicatorTest.williamsRUsingBarCount5UsingClosePrice[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],6,32,10,4,1,0.25,36,215,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.sqrtLudicrousPrecision[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],0,13,2,1,1,0.03,38,79,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.RWIHighIndicatorTest.randomWalkIndexHigh[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],2,46,14,4,1,0.06,87,270,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.MinusDMIndicatorTest.zeroDirectionalMovement3[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],3,23,7,4,1,0.35,22,154,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.MACDIndicatorTest.macdUsingPeriod5And10[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,30,10,4,1,0.26,36,225,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.helpers.HighestValueIndicatorTest.firstHighestValueIndicatorValueShouldBeEqualsToFirstDataValue[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],4,21,8,4,1,0.33,22,176,1,0,0,0,0,0.00,0.00
org.ta4j.core.num.NumTest.testStringNumFail[Test Case: 1 (0=DoubleNum; 1=DecimalNum)],0,7,2,1,1,0.00,7,20,1,0,0,0,0,0.00,0.00
org.ta4j.core.indicators.bollinger.BollingerBandsLowerIndicatorTest.bollingerBandsLowerUsingSMAAndStandardDeviation[Test Case: 0 (0=DoubleNum; 1=DecimalNum)],8,35,12,6,1,0.27,46,216,1,0,0,0,0,0.00,0.00
org.ta4j.core.cost.ZeroCostModelTest.calculatePerPrice,1,6,3,2,2,0.22,7,14,1,0,0,0,0,0.00,0.00
org.ta4j.core.PositionTest.testGetProfitForLongPositions,4,39,9,3,1,0.27,27,100,1,0,0,0,0,0.00,0.00
org.ta4j.core.PositionTest.whenNewShouldCreateBuyOrderWhenEntering,4,30,9,3,1,0.11,24,85,1,0,0,0,0,0.00,0.00
org.ta4j.core.rules.OpenedPositionMinimumBarCountRuleTest.testAtLeastBarCountRuleForClosedTradeShouldAlwaysReturnsFalse,4,32,10,4,1,0.07,18,226,1,0,0,0,0,0.00,0.00
